SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1391 Pennsylvania Ave SE #202,Washington,DC,20003,414900,1,1.0,Old City #1,850,,2007,4,488,455,Active,June-24-2018 01:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/1391-Pennsylvania-Ave-SE-20003/unit-202/home/12531467,MRIS,DC10272065,N,Y,38.8802061,-76.9876123
MLS Listing,,Condo/Co-op,5410 Connecticut Ave NW #308,Washington,DC,20015,269000,1,1.0,Chevy Chase,510,,1957,4,527,434,Active,June-24-2018 01:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/5410-Connecticut-Ave-NW-20015/unit-308/home/145767096,MRIS,DC10271549,N,Y,38.961853376,-77.07387407
MLS Listing,,Condo/Co-op,311 4th St SE #1,Washington,DC,20003,299900,1,1.0,Capitol Hill,491,,1900,4,611,300,Active,,,http://www.redfin.com/DC/Washington/311-4th-St-SE-20003/unit-1/home/9894288,MRIS,DC10271148,N,Y,38.8849496,-77.0007114
MLS Listing,,Townhouse,3538 W Pl NW,Washington,DC,20007,924900,4,2.0,Glover Park,1728,2240,1936,5,535,,Active,,,http://www.redfin.com/DC/Washington/3538-W-St-NW-20007/home/9933549,MRIS,DC10269796,N,Y,38.918407,-77.071688
MLS Listing,,Single Family Residential,5522 Blair Rd NE,Washington,DC,20011,499000,2,2.0,Chillum,1368,2868,1939,6,365,,Active,,,http://www.redfin.com/DC/Washington/5522-Blair-Rd-NE-20011/home/10078015,MRIS,DC10269772,N,Y,38.9573484,-77.0081579
MLS Listing,,Condo/Co-op,1939 12th St NW #403,Washington,DC,20009,524900,1,1.0,Old City #2,746,,2009,6,704,456,Active,,,http://www.redfin.com/DC/Washington/1939-12th-St-NW-20009/unit-403/home/28486619,MRIS,DC10269759,N,Y,38.9166276,-77.027795
MLS Listing,,Single Family Residential,3500 Highwood Dr SE,Washington,DC,20020,549000,5,3.0,Hill Crest,2599,9706,1942,6,211,,Active,,,http://www.redfin.com/DC/Washington/3500-Highwood-Dr-SE-20020/home/10145415,MRIS,DC10269761,N,Y,38.8694972,-76.9549666
MLS Listing,,Townhouse,1439 Northgate Rd NW,Washington,DC,20012,799000,4,2.5,Shepherd Park,3526,5991,1952,6,227,,Active,,,http://www.redfin.com/DC/Washington/1439-Northgate-Rd-NW-20012/home/10021466,MRIS,DC10269734,N,Y,38.9894012,-77.0346977
MLS Listing,,Townhouse,605 K St NE #2,Washington,DC,20002,799000,2,2.0,Old City #1,1164,,1907,7,686,283,Active,,,http://www.redfin.com/DC/Washington/605-K-St-NE-20002/unit-2/home/21647135,MRIS,DC10268540,N,Y,38.9022284,-76.9981244
MLS Listing,,Condo/Co-op,1526 17th St NW #401,Washington,DC,20036,359900,1,1.0,Old City #2,650,,1916,11,554,823,Active,,,http://www.redfin.com/DC/Washington/1526-17th-St-NW-20036/unit-401/home/28687202,MRIS,DC10264341,N,Y,38.9106399,-77.0387706
MLS Listing,,Townhouse,682 Nicholson St NE,Washington,DC,20011,564000,4,2.5,Riggs Park,1118,2617,1952,12,504,,Active,,,http://www.redfin.com/DC/Washington/682-Nicholson-St-NE-20011/home/10080563,MRIS,DC10263202,N,Y,38.9584012,-76.9957284
MLS Listing,,Condo/Co-op,1816 T St NW #3,Washington,DC,20009,399000,1,1.0,Old City #2,509,,1926,12,784,242,Active,,,http://www.redfin.com/DC/Washington/1816-T-St-NW-20009/unit-3/home/146000544,MRIS,DC10263193,N,Y,38.9153737,-77.0423768
MLS Listing,,Condo/Co-op,3900 Watson Pl NW Unit B-G3C,Washington,DC,20016,479000,2,2.0,Observatory Circle,1250,,1960,13,383,1431,Active,,,http://www.redfin.com/DC/Washington/3900-Watson-Pl-NW-20016/unit-B-G3C/home/77618846,MRIS,DC10262826,N,Y,38.92809,-77.078147
MLS Listing,,Condo/Co-op,3601 Connecticut Ave NW #415,Washington,DC,20008,489000,1,1.0,Forest Hills,1200,,1929,13,408,900,Active,,,http://www.redfin.com/DC/Washington/3601-Connecticut-Ave-NW-20008/unit-415/home/22013037,MRIS,DC10262136,N,Y,38.9379082,-77.05865
MLS Listing,,Condo/Co-op,450 M St NW #1,Washington,DC,20001,539000,2,2.0,Old City #2,895,,1894,17,602,226,Active,,,http://www.redfin.com/DC/Washington/450-M-St-NW-20001/unit-1/home/69067905,MRIS,DC10258823,N,Y,38.9054623,-77.018336
MLS Listing,,Condo/Co-op,1239 Vermont Ave NW #809,Washington,DC,20005,475000,2,2.0,Old City #2,910,,1964,18,522,812,Active,,,http://www.redfin.com/DC/Washington/1239-Vermont-Ave-NW-20005/unit-809/home/9872973,MRIS,DC10257431,N,Y,38.9070003,-77.0306739
MLS Listing,,Condo/Co-op,2550 17th St NW #510,Washington,DC,20009,499000,1,1.0,Mount Pleasant,660,,2015,19,756,354,Active,,,http://www.redfin.com/DC/Washington/2550-17th-St-NW-20009/unit-510/home/107587290,MRIS,DC10257044,N,Y,38.9244887,-77.039359
MLS Listing,,Condo/Co-op,4200 Massachusetts Ave NW #508,Washington,DC,20016,315000,1,1.5,Wesley Heights,755,,1971,19,417,1138,Active,,,http://www.redfin.com/DC/Washington/4200-Massachusetts-Ave-NW-20016/unit-508/home/9950707,MRIS,DC10257040,N,Y,38.9348171,-77.0828442
MLS Listing,,Condo/Co-op,149 W St NW #12,Washington,DC,20001,299000,0,1.0,Ledroit Park,499,,1927,20,599,265,Active,,,http://www.redfin.com/DC/Washington/149-W-St-NW-20001/unit-12/home/12530898,MRIS,DC10255529,N,Y,38.9194394,-77.0142991
MLS Listing,,Townhouse,2054 37th St NW,Washington,DC,20007,895000,4,2.0,Glover Park,1632,1615,1927,20,548,,Active,,,http://www.redfin.com/DC/Washington/2054-37th-St-NW-20007/home/9934538,MRIS,DC10255523,N,Y,38.9181344,-77.0732155
MLS Listing,,Townhouse,1469 Harvard St NW #3,Washington,DC,20009,419000,1,1.0,Columbia Heights,556,,1917,20,754,208,Active,,,http://www.redfin.com/DC/Washington/1469-Harvard-St-NW-20009/unit-3/home/62112393,MRIS,DC10255511,N,Y,38.9265812,-77.0347898
MLS Listing,,Condo/Co-op,5410 Connecticut Ave NW #904,Washington,DC,20015,315000,1,1.0,Chevy Chase,792,,1957,21,398,622,Active,,,http://www.redfin.com/DC/Washington/5410-Connecticut-Ave-NW-20015/unit-904/home/9969801,MRIS,DC10253645,N,Y,38.9619842,-77.0740567
MLS Listing,,Condo/Co-op,3020 Porter St NW #103,Washington,DC,20008,249900,1,1.0,Cleveland Park,575,,1925,33,435,368,Active,,,http://www.redfin.com/DC/Washington/3020-Porter-St-NW-20008/unit-103/home/145680883,MRIS,DC10244019,N,Y,38.9370187,-77.0621578
MLS Listing,,Condo/Co-op,4009 Davis Pl NW #301,Washington,DC,20007,585000,2,2.0,Glover Park,893,,1938,33,655,272,Active,,,http://www.redfin.com/DC/Washington/4009-Davis-Pl-NW-20007/unit-000301/home/22676102,MRIS,DC10243502,N,Y,38.9237051,-77.0792721
MLS Listing,,Condo/Co-op,1827 Florida Ave NW #203,Washington,DC,20009,379900,1,1.0,Dupont,598,,1925,34,635,321,Active,,,http://www.redfin.com/DC/Washington/1827-Florida-Ave-NW-20009/unit-203/home/10004399,MRIS,DC10242941,N,Y,38.9163746,-77.0428053
MLS Listing,,Condo/Co-op,1354-1356 Euclid St NW Unit 302B,Washington,DC,20009,499900,2,2.0,Columbia Heights,654,,1964,34,764,277,Active,,,http://www.redfin.com/DC/Washington/1354-1356-Euclid-St-NW-20009/unit-302B/home/145659706,MRIS,DC10241767,N,Y,38.923402,-77.031301
MLS Listing,,Multi-Family (2-4 Unit),1439 Girard St NW,Washington,DC,20009,2000000,,,Columbia Heights,3052,2417,1906,39,655,,Active,,,http://www.redfin.com/DC/Washington/1439-Girard-St-NW-20009/home/10013626,MRIS,DC10237683,N,Y,38.9256699,-77.034101
MLS Listing,,Condo/Co-op,1504 17th St NW #2,Washington,DC,20036,464000,1,1.0,Old City #2,753,,1900,47,616,335,Active,,,http://www.redfin.com/DC/Washington/1504-17th-St-NW-20036/unit-2/home/145552776,MRIS,DC10228481,N,Y,38.9098795,-77.0387347
MLS Listing,,Condo/Co-op,1000 New Jersey Ave SE #1009,Washington,DC,20003,384900,1,1.0,Old City #1,696,,2006,48,553,1178,Active,,,http://www.redfin.com/DC/Washington/1000-New-Jersey-Ave-SE-20003/unit-1009/home/145309093,MRIS,DC10227996,N,Y,38.878061,-77.0043928
MLS Listing,,Condo/Co-op,1239 Vermont Ave NW #310,Washington,DC,20005,338000,1,1.0,Old City #2,465,,1964,48,727,555,Active,,,http://www.redfin.com/DC/Washington/1239-Vermont-Ave-NW-20005/unit-310/home/9872872,MRIS,DC10226926,N,Y,38.9070003,-77.0306739
MLS Listing,,Condo/Co-op,2475 Virginia Ave NW #723,Washington,DC,20037,220000,0,1.0,Foggy Bottom,642,,1956,55,343,669,Active,,,http://www.redfin.com/DC/Washington/2475-Virginia-Ave-NW-20037/unit-723/home/145499850,MRIS,DC10220566,N,Y,38.89905,-77.052542
MLS Listing,,Condo/Co-op,2425 L St NW #508,Washington,DC,20037,599500,1,1.0,Central,754,,2006,63,795,731,Active,June-24-2018 12:00 PM,June-24-2018 03:00 PM,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-508/home/11745716,MRIS,DC10212176,N,Y,38.904343,-77.0523268
MLS Listing,,Condo/Co-op,1500 Pennsylvania Ave SE #203,Washington,DC,20003,350000,1,1.0,Old City #1,512,,2016,68,684,251,Active,,,http://www.redfin.com/DC/Washington/1500-Pennsylvania-Ave-SE-20003/unit-203/home/113430017,MRIS,DC10206395,N,Y,38.879821,-76.983278
MLS Listing,,Single Family Residential,2824 Bellevue Ter NW,Washington,DC,20007,1899000,8,4.5,Cathedral Heights - Observatory Circle,4545,6250,1929,75,418,,Active,,,http://www.redfin.com/DC/Washington/2824-Bellevue-Ter-NW-20007/home/9965594,MRIS,DC10199175,N,Y,38.9273284,-77.0760756
MLS Listing,,Condo/Co-op,3244 Grace St NW #3244,Washington,DC,20007,624900,2,1.0,Georgetown,950,,1900,75,658,532,Active,,,http://www.redfin.com/DC/Washington/3244-Grace-St-NW-20007/unit-3244/home/10177796,MRIS,DC10199146,N,Y,38.9038328,-77.0639882
MLS Listing,,Condo/Co-op,1008 Spring Rd NW #1,Washington,DC,20010,449000,2,2.0,Columbia Heights,880,,1913,96,510,270,Active,,,http://www.redfin.com/DC/Washington/1008-Spring-Rd-NW-20010/unit-1/home/17122354,MRIS,DC10180755,N,Y,38.9354693,-77.0276038
MLS Listing,,Townhouse,260 Gallatin St NW,Washington,DC,20011,789999,4,3.0,Petworth,1680,1735,1937,132,470,,Active,,,http://www.redfin.com/DC/Washington/260-Gallatin-St-NW-20011/home/10065788,MRIS,DC10151332,N,Y,38.952061,-77.0156712
Redfin Data,,Townhouse,1622 Belmont St NW Unit B,Washington,DC,20009,799000,2,2.5,Washington,1208,1189,1977,4,661,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1622-Belmont-St-NW-20009/unit-B/home/10005540,Coming Soon,15593,N,Y,38.9200419,-77.0375119
Redfin Data,,Condo/Co-op,3060 16th St NW #410,Washington,DC,20009,349000,1,1.0,Washington,650,,1922,6,537,,Pre On-Market,,,http://www.redfin.com/DC/Washington/3060-16th-St-NW-20009/unit-410/home/10007612,Coming Soon,15428,N,Y,38.9282933,-77.0368679
Redfin Data,,Condo/Co-op,1930 18th St NW Unit 31,Washington,DC,20009,419000,1,1.0,Washington,604,,1908,6,694,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1930-18th-St-NW-20009/unit-31/home/9061394,Coming Soon,15417,N,Y,38.9164509,-77.0419191
Redfin Data,,Condo/Co-op,915 E St NW #514,Washington,DC,20004,439500,1,1.0,Washington,720,,2006,6,610,497,Pre On-Market,,,http://www.redfin.com/DC/Washington/915-E-St-NW-20004/unit-514/home/21646987,Coming Soon,15235,N,Y,38.8965954,-77.024871
Redfin Data,,Single Family Residential,1809 H St NE,Washington,DC,20002,549000,3,1.5,Washington,1152,1600,1941,19,477,,Pre On-Market,,,http://www.redfin.com/DC/Washington/1809-H-St-NE-20002/home/10112083,Coming Soon,14470,N,Y,38.899976,-76.977153
MLS Listing,,Single Family Residential,4224 Brooks St NE,Washington,DC,20019,359900,3,2.0,Deanwood,1451,4688,1926,1,248,,Active,,,http://www.redfin.com/DC/Washington/4224-Brooks-St-NE-20019/home/10180608,MRIS,DC10275113,N,Y,38.8938533,-76.9411025
MLS Listing,,Townhouse,729 Roxboro Pl NW,Washington,DC,20011,599900,3,3.0,Brightwood,1581,1144,1926,1,379,,Active,June-24-2018 02:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/729-Roxboro-Pl-NW-20011/home/10052898,MRIS,DC10275066,N,Y,38.9656833,-77.0237689
MLS Listing,,Townhouse,399 O St SW Unit T-399,Washington,DC,20024,599000,3,2.0,Southwest Waterfront,1665,,1962,1,360,1556,Active,,,http://www.redfin.com/DC/Washington/399-O-St-SW-20024/unit-T-399/home/146077402,MRIS,DC10268347,N,Y,38.8729745,-77.0175341
MLS Listing,,Townhouse,3313 N St NW,Washington,DC,20007,2250000,4,2.5,Georgetown,2100,2545,1900,1,1071,,Active,,,http://www.redfin.com/DC/Washington/3313-N-St-NW-20007/home/9926438,MRIS,DC10275020,N,Y,38.907066,-77.066693
MLS Listing,,Condo/Co-op,1601 18th St NW Unit P15,Washington,DC,20009,50000,0,,Old City #2,25,,1962,1,2000,52,Active,,,http://www.redfin.com/DC/Washington/1601-18th-St-NW-20009/unit-P15/home/146077366,MRIS,DC10275003,N,Y,38.9113144,-77.0411995
MLS Listing,,Condo/Co-op,2020 12th St NW #113,Washington,DC,20009,784900,2,2.0,U Street,1136,,2005,1,691,694,Active,,,http://www.redfin.com/DC/Washington/2020-12th-St-NW-20009/unit-113/home/10347211,MRIS,DC10274706,N,Y,38.9178211,-77.0284248
MLS Listing,,Single Family Residential,4816 Hutchins Pl NW,Washington,DC,20007,2450000,5,5.0,Palisades,5913,8000,2013,1,414,,Active,June-23-2018 12:00 PM,June-23-2018 02:00 PM,http://www.redfin.com/DC/Washington/4816-Hutchins-Pl-NW-20007/home/45505093,MRIS,DC10269418,N,Y,38.9152816,-77.0960388
MLS Listing,,Townhouse,1504 Queen St NE,Washington,DC,20002,365000,2,1.0,Trinidad,780,825,1942,1,468,,Active,,,http://www.redfin.com/DC/Washington/1504-Queen-St-NE-20002/home/10097566,MRIS,DC10274561,N,Y,38.9051719,-76.9818239
MLS Listing,,Townhouse,3429 Clay St NE,Washington,DC,20019,335000,2,1.0,Lily Ponds,832,1742,1939,1,403,,Active,,,http://www.redfin.com/DC/Washington/3429-Clay-St-NE-20019/home/10117603,MRIS,DC10274550,N,Y,38.8933563,-76.9564632
MLS Listing,,Condo/Co-op,1308 Clifton St NW #307,Washington,DC,20009,399999,1,1.0,Columbia Heights,650,,1912,1,615,250,Active,June-24-2018 02:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/1308-Clifton-St-NW-20009/unit-307/home/10190975,MRIS,DC10274512,N,Y,38.9221158,-77.0302241
MLS Listing,,Single Family Residential,712 58th Ave,Fairmount Heights,MD,20743,285000,4,2.0,Fairmount Heights,1590,6250,1909,1,179,,Active,,,http://www.redfin.com/MD/Fairmount-Heights/712-58th-Ave-20743/home/11028547,MRIS,PG10274487,N,Y,38.9001181,-76.9171066
MLS Listing,,Townhouse,906 Division Ave NE,Washington,DC,20019,170000,2,2.0,Deanwood,838,2914,1944,1,203,,Active,,,http://www.redfin.com/DC/Washington/906-Division-Ave-NE-20019/home/10128353,MRIS,DC10274437,N,Y,38.90216,-76.9244905
MLS Listing,,Townhouse,1605 E St NE #1,Washington,DC,20002,369000,1,1.5,Capitol Hill,617,,1936,1,598,145,Active,,,http://www.redfin.com/DC/Washington/1605-E-St-NE-20002/unit-1/home/146075651,MRIS,DC10274357,N,Y,38.895905,-76.9819252
MLS Listing,,Single Family Residential,6234 29th St NW,Washington,DC,20015,2050000,6,4.5,Chevy Chase,4700,7500,1948,1,436,,Active,June-24-2018 01:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/6234-29th-St-NW-20015/home/9994795,MRIS,DC10274136,N,Y,38.9714442,-77.0582228
MLS Listing,,Single Family Residential,4601 Chesapeake St NW,Washington,DC,20016,1149000,5,3.0,American University Park,1862,4000,1932,1,617,,Active,June-23-2018 01:00 PM,June-23-2018 03:00 PM,http://www.redfin.com/DC/Washington/4601-Chesapeake-St-NW-20016/home/10344344,MRIS,DC10270685,N,Y,38.9512091,-77.0908685
MLS Listing,,Townhouse,807 East Capitol St SE,Washington,DC,20003,1450000,3,3.0,Capitol Hill,2925,2327,1900,1,496,,Active,June-24-2018 01:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/807-E-Capitol-St-SE-20003/home/9903307,MRIS,DC10274298,N,Y,38.8895372,-76.9944798
MLS Listing,,Condo/Co-op,1745 N St NW #303,Washington,DC,20036,469900,1,1.0,-,531,,2018,1,885,328,Active,,,http://www.redfin.com/DC/Washington/1745-N-St-NW-20036/unit-303/home/144620734,MRIS,DC10274260,N,Y,38.9075093,-77.0402175
MLS Listing,,Condo/Co-op,2800 Wisconsin Ave NW #201,Washington,DC,20007,199900,0,1.0,Observatory Circle,464,,1964,1,431,438,Active,,,http://www.redfin.com/DC/Washington/2800-Wisconsin-Ave-NW-20007/unit-201/home/9974082,MRIS,DC10274101,N,Y,38.9264165,-77.07349
MLS Listing,,Townhouse,1605 E St NE #3,Washington,DC,20002,569900,2,2.5,Capitol Hill,1315,,1936,1,433,312,Active,,,http://www.redfin.com/DC/Washington/1605-E-St-NE-20002/unit-3/home/146074804,MRIS,DC10274077,N,Y,38.895905,-76.9819252
MLS Listing,,Townhouse,1343 Constitution Ave NE,Washington,DC,20002,799900,3,1.5,Old City #1,1266,1353,1900,1,632,,Active,,,http://www.redfin.com/DC/Washington/1343-Constitution-Ave-NE-20002/home/9913836,MRIS,DC10274031,N,Y,38.8918491,-76.9868752
MLS Listing,,Townhouse,3351 Blaine St NE,Washington,DC,20019,424901,2,2.5,Lily Ponds,832,1504,1941,1,511,,Active,,,http://www.redfin.com/DC/Washington/3351-Blaine-St-NE-20019/home/10115759,MRIS,DC10274024,N,Y,38.8918152,-76.9586237
MLS Listing,,Townhouse,1230 Jefferson St NW,Washington,DC,20011,510000,3,2.0,16th Street Heights,1178,2618,1922,1,433,,Active,,,http://www.redfin.com/DC/Washington/1230-Jefferson-St-NW-20011/home/10035667,MRIS,DC10273882,N,Y,38.9549579,-77.0290775
MLS Listing,,Townhouse,634 Otis Pl NW,Washington,DC,20010,650000,3,1.0,Columbia Heights,952,1245,1923,1,683,,Active,,,http://www.redfin.com/DC/Washington/634-Otis-Pl-NW-20010/home/10042995,MRIS,DC10273853,N,Y,38.9349043,-77.0204511
MLS Listing,,Townhouse,1706 16th St NW #3,Washington,DC,20009,639900,2,1.5,Dupont,890,,1907,1,719,377,Active,June-23-2018 01:00 PM,June-23-2018 03:00 PM,http://www.redfin.com/DC/Washington/1706-16th-St-NW-20009/unit-3/home/9865927,MRIS,DC10273695,N,Y,38.9129751,-77.0367321
MLS Listing,,Condo/Co-op,900 11th St SE #301,Washington,DC,20003,734900,2,2.0,Capitol Hill,1184,,2017,1,621,444,Active,,,http://www.redfin.com/DC/Washington/900-11th-St-SE-20003/unit-301/home/143800501,MRIS,DC10273672,N,Y,38.8789725,-76.9911705
MLS Listing,,Single Family Residential,2802 Battery Pl NW,Washington,DC,20016,1095000,3,3.0,Kent,3404,,1975,1,322,1405,Active,,,http://www.redfin.com/DC/Washington/2802-Battery-Pl-NW-20016/home/143422558,MRIS,DC10273589,N,Y,38.926423,-77.0979083
MLS Listing,,Townhouse,721 Delafield St NE,Washington,DC,20017,450000,3,1.5,Brookland,1188,1898,1952,1,379,,Active,,,http://www.redfin.com/DC/Washington/721-Delafield-St-NE-20017/home/10084562,MRIS,DC10259378,N,Y,38.9492668,-76.9962346
MLS Listing,,Townhouse,1808 Kalorama Sq NW #19,Washington,DC,20008,2850000,4,5.5,Kalorama,3566,,1976,1,799,2000,Active,,,http://www.redfin.com/DC/Washington/1808-Kalorama-Sq-NW-20008/unit-19/home/9998708,MRIS,DC10273389,N,Y,38.9195228,-77.0419104
MLS Listing,,Townhouse,4232 3rd St NW,Washington,DC,20011,625000,3,1.0,Petworth,1390,1815,1923,1,450,,Active,,,http://www.redfin.com/DC/Washington/4232-3rd-St-NW-20011/home/10064599,MRIS,DC10270059,N,Y,38.9430837,-77.0157162
MLS Listing,,Condo/Co-op,2301 N St NW #112,Washington,DC,20037,410000,1,1.0,Central,533,,1991,1,769,546,Active,June-24-2018 02:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/2301-N-St-NW-20037/unit-112/home/9047190,MRIS,DC10269810,N,Y,38.9074908,-77.0507346
MLS Listing,,Single Family Residential,6125 32nd Pl NW,Washington,DC,20015,899000,5,3.0,Chevy Chase,1885,6850,1935,1,477,,Active,,,http://www.redfin.com/DC/Washington/6125-32nd-Pl-NW-20015/home/9980264,MRIS,DC10270866,N,Y,38.9707085,-77.0648786
MLS Listing,,Single Family Residential,4111 Lane Pl NE,Washington,DC,20019,510000,2,2.5,Lily Ponds,1581,10020,1971,2,323,,Active,,,http://www.redfin.com/DC/Washington/4111-Lane-Pl-NE-20019/home/10119503,MRIS,DC10273261,N,Y,38.9044526,-76.9447037
MLS Listing,,Townhouse,509 Sheridan St NW,Washington,DC,20011,749000,3,3.0,Brightwood,1581,1760,1925,2,474,,Active,,,http://www.redfin.com/DC/Washington/509-Sheridan-St-NW-20011/home/10055013,MRIS,DC10273134,N,Y,38.9663104,-77.0204399
MLS Listing,,Townhouse,3806 Hansberry Ct NE,Washington,DC,20018,580000,3,2.5,Fort Lincoln,1728,1344,2012,2,336,107,Active,June-23-2018 12:00 PM,June-23-2018 03:00 PM,http://www.redfin.com/DC/Washington/3806-Hansberry-Ct-NE-20018/home/40501199,MRIS,DC10273074,N,Y,38.9229743,-76.9509803
MLS Listing,,Single Family Residential,6223 9th St NW,Washington,DC,20011,875000,4,3.5,Brightwood,2726,4000,2018,2,321,,Active,June-23-2018 01:00 PM,June-23-2018 03:00 PM,http://www.redfin.com/DC/Washington/6223-9th-St-NW-20011/home/10038721,MRIS,DC10273050,N,Y,38.9656657,-77.0257482
MLS Listing,,Townhouse,806 Hamilton St NE,Washington,DC,20011,430000,3,2.0,Riggs Park,2910,2910,1954,2,148,,Active,,,http://www.redfin.com/DC/Washington/806-Hamilton-St-NE-20011/home/10082360,MRIS,DC10273041,N,Y,38.9547229,-76.9942211
MLS Listing,,Townhouse,251 Anacostia Ave NE,Washington,DC,20019,338888,3,1.0,Lily Ponds,992,1600,1949,3,342,,Active,,,http://www.redfin.com/DC/Washington/251-Anacostia-Ave-NE-20019/home/10116648,MRIS,DC10272935,N,Y,38.8932276,-76.9602891
MLS Listing,,Condo/Co-op,101 North Carolina Ave SE Unit H,Washington,DC,20003,285000,0,1.0,Capitol Hill,410,,1800,3,695,385,Active,,,http://www.redfin.com/DC/Washington/101-N-Carolina-Ave-SE-20003/unit-H/home/10343917,MRIS,DC10272920,N,Y,38.8835008,-77.0050081
MLS Listing,,Condo/Co-op,490 M St SW Unit W807,Washington,DC,20024,425000,1,1.0,Rla (sw),836,,1964,3,508,1038,Active,,,http://www.redfin.com/DC/Washington/490-M-St-SW-20024/unit-W807/home/82032714,MRIS,DC10272908,N,Y,38.8757021,-77.0193377
MLS Listing,,Multi-Family (2-4 Unit),418 Seward Sq SE,Washington,DC,20003,2650000,,,Capitol Hill,2825,1140,1880,3,938,,Active,,,http://www.redfin.com/DC/Washington/418-Seward-Sq-SE-20003/home/9895897,MRIS,DC10272891,N,Y,38.8867539,-76.9997776
MLS Listing,,Condo/Co-op,2425 L St NW #323,Washington,DC,20037,585000,1,1.0,Central,816,,2006,3,717,748,Active,June-23-2018 12:00 PM,June-23-2018 02:00 PM,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-323/home/11745781,MRIS,DC10272808,N,Y,38.904343,-77.0523268
MLS Listing,,Condo/Co-op,3237 N St NW #14,Washington,DC,20007,444000,1,1.0,Georgetown,425,,1900,3,1045,345,Active,June-23-2018 12:00 PM,June-23-2018 02:00 PM,http://www.redfin.com/DC/Washington/3237-N-St-NW-20007/unit-14/home/9926611,MRIS,DC10272796,N,Y,38.9070877,-77.0644738
